Unnamed: 0,Unnamed: 0.1,RA_deg,DEC_deg,coord_ra,coord_dec,object,Field,ccdnum,MJDObs,Obs,AIRMASS,SEEING,EXPTIME,base_PsfFlux_flux,base_PsfFlux_fluxSigma
159906,159906,308.532156525973,-39.76581518516669,5.384901979656738,-0.6940444047207172,1081,1,24,57992.10106363,1.0,1.02,2.364,240.0,935.9219353679832,78.08716782395575
159907,159907,308.5321306946052,-39.76578501513886,5.384901528814318,-0.6940438781543963,1081,1,24,57993.08775316,2.0,1.03,1.9509999999999998,240.0,890.4359231406247,91.8799784245447
159908,159908,308.5335978481463,-39.76055992667586,5.384927135474245,-0.6939526831570089,1082,1,24,57992.10106363,1.0,1.02,2.364,240.0,877659.1501792425,646.7202620873052
159909,159909,308.53359890635755,-39.76055811410475,5.384927153943515,-0.6939526515216751,1082,1,24,57993.08775316,2.0,1.03,1.9509999999999998,240.0,880564.9276952875,624.6195144069246
159910,159910,308.53359750752765,-39.76056616832786,5.384927129529327,-0.6939527920943871,1082,1,24,57996.12773527,3.0,1.02,2.522,240.0,876776.0762542756,642.4830984912671
159911,159911,308.534402478204,-39.818114057976,5.3849411789180115,-0.6949571922463217,1083,1,24,57992.10106363,1.0,1.02,2.364,240.0,5300.942602130825,86.47290145788628
159912,159912,308.53440778884016,-39.818111892945794,5.384941271606097,-0.694957154459416,1083,1,24,57993.08775316,2.0,1.03,1.9509999999999998,240.0,5405.741459412313,99.36757051451636
159913,159913,308.53439288958987,-39.818128446400586,5.384941011565126,-0.6949574433717046,1083,1,24,57996.12773527,3.0,1.02,2.522,240.0,5360.18543291685,166.15347548023718
159914,159914,308.5332387339169,-39.79314230973199,5.384920867748551,-0.6945213530194844,1085,1,24,57992.10106363,1.0,1.02,2.364,240.0,826.6354569759174,77.71068647838206
159915,159915,308.53315679219355,-39.793239280421,5.384919437595683,-0.6945230454772855,1085,1,24,57993.08775316,2.0,1.03,1.9509999999999998,240.0,662.4734767583955,91.48816302852646
159916,159916,308.5327280890075,-39.729673612757466,5.384911955313573,-0.6934136152853285,1086,1,24,57992.10106363,1.0,1.02,2.364,240.0,2822.2428740718988,82.3072861027382
159917,159917,308.532729500799,-39.72967004996005,5.384911979953983,-0.6934135531027829,1086,1,24,57993.08775316,2.0,1.03,1.9509999999999998,240.0,2955.359111514052,96.48925557401036
159918,159918,308.5327420392327,-39.72966921093865,5.384912198790934,-0.693413538459097,1086,1,24,57996.12773527,3.0,1.02,2.522,240.0,2846.174391450859,164.69543612005313
159919,159919,308.5331480760861,-39.75711827918021,5.384919285470911,-0.6938926150765166,1087,1,24,57992.10106363,1.0,1.02,2.364,240.0,1043.2082759781815,77.91567395535509
159920,159920,308.5331375824825,-39.75711634304042,5.3849191023229785,-0.6938925812845028,1087,1,24,57993.08775316,2.0,1.03,1.9509999999999998,240.0,978.5645469871193,92.39091642907977
159921,159921,308.53348126358827,-39.741401309877226,5.384925100689851,-0.693618302213745,1088,1,24,57992.10106363,1.0,1.02,2.364,240.0,8668.983852275409,95.04117276800716
159922,159922,308.53349138360926,-39.741400652110656,5.384925277317537,-0.6936182907335525,1088,1,24,57993.08775316,2.0,1.03,1.9509999999999998,240.0,8646.460037458906,107.32113516992183
159923,159923,308.5334833382926,-39.74140097202857,5.384925136900272,-0.6936182963171734,1088,1,24,57996.12773527,3.0,1.02,2.522,240.0,8738.237361991336,46401.952861997815
159924,159924,308.53332950530387,-39.71967466330446,5.38492245200812,-0.6932391006956329,1091,1,24,57992.10106363,1.0,1.02,2.364,240.0,1880.7164334958936,79.97043944393968
159925,159925,308.53333851557153,-39.71969902837969,5.384922609266956,-0.6932395259464181,1091,1,24,57993.08775316,2.0,1.03,1.9509999999999998,240.0,1751.6331530962177,94.05142250990136
